cmd_hash_dv2,cmd_hash_dv3,cmd_hash_dv5,cmd_hash_dv7,cmd_hash_dv11,cmd_hash_dv13,cmd_hash_dv17,cmd_hash_dv19,cmd_hash_dv23,cmd_hash_dv29,cmd_hash_dv31,cmd_hash_dv37,cmd_hash_dv41,cmd_hash_dv43,cmd_hash_dv47,command_line_entropy,command_line_len,suspicion_score
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.0806283000604813,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6172916936284127,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3268443645884975,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.8038797358361585,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4504750344033015,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3223656569619333,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.799110167196836,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.1993113040553633,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.1029101229434,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.780764082691463,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4662831383928454,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3617579291087507,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.5079583444426685,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.6928602635011436,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.3327627086055074,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.660395616166321,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.8711833573296763,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.71087124661303,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.4822221331414314,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.9706242210428933,0
1,1,0,1,1,8,13,17,5,27,29,17,11,9,13,4.610896683361282,71.0,1
1,1,0,1,1,8,13,17,5,27,29,17,11,9,13,4.610896683361282,71.0,1
1,2,2,3,2,2,8,11,1,15,15,31,1,25,0,4.385642459813404,5458.0,2
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
0,2,3,1,9,7,4,5,11,21,15,20,19,28,20,4.47936625035308,55.0,1
0,2,3,1,9,7,4,5,11,21,15,20,19,28,20,4.47936625035308,55.0,1
1,2,2,0,7,4,15,2,18,13,3,1,34,7,28,4.444830093484674,57.0,1
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
0,1,3,2,3,7,10,11,6,13,19,17,8,0,35,4.527681138773587,47.0,1
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
1,2,3,4,1,9,9,18,18,22,9,0,18,30,13,4.404711493232643,5477.0,2
0,1,3,2,3,7,10,11,6,13,19,17,8,0,35,4.527681138773587,47.0,1
1,2,2,3,2,2,8,11,1,15,15,31,1,25,0,4.385642459813404,5458.0,2
1,1,0,1,1,8,13,17,5,27,29,17,11,9,13,4.610896683361282,71.0,1
0,1,3,2,3,7,10,11,6,13,19,17,8,0,35,4.527681138773587,47.0,1
0,2,3,1,9,7,4,5,11,21,15,20,19,28,20,4.47936625035308,55.0,1
0,1,4,4,0,9,9,10,18,18,24,4,4,41,38,4.334325129753201,65.0,2
1,2,4,0,5,4,13,9,2,1,16,8,29,3,19,4.40922753537278,67.0,2
1,1,2,5,5,12,10,15,12,1,19,10,28,28,33,4.413909765557392,32.0,0
1,1,2,6,7,10,14,17,6,14,29,19,26,0,32,5.056963933143459,237.0,0
1,2,1,5,0,10,6,8,12,2,21,1,8,10,32,0.9182958340544896,3.0792557472769415,0
